"fullvisitorid","date","units_sold","unit_price","revenue"
"9811254519345777592","2017-07-18",16,"264.00","4224.00"
"3052828106337222847","2017-07-13",21,"199.29","4185.09"
"2419083783587438310","2017-05-31",65,"64.35","4182.75"
"9984280233013231551","2017-07-14",20,"207.80","4156.00"
"4352760646905266733","2017-07-06",15,"277.05","4155.75"
"6432310188343340425","2017-07-11",30,"136.80","4104.00"
"5377821611338556054","2017-05-11",45,"89.55","4029.75"
"4739164425580137473","2017-05-05",173,"22.99","3977.27"
"6207808178177919930","2017-06-13",50,"79.50","3975.00"
"5039450677611598907","2017-07-05",50,"79.50","3975.00"
"5112369122544987822","2017-05-03",50,"79.50","3975.00"
"1552171782171201852","2017-06-09",50,"79.50","3975.00"
"0941726438399473483","2017-06-06",50,"79.50","3975.00"
"2818796658906330904","2017-07-07",30,"132.00","3960.00"
"1706575852192130974","2017-06-22",300,"12.99","3897.00"
"4671049020900082348","2017-06-13",16,"243.04","3888.64"
"4771113671766892657","2017-06-29",21,"184.59","3876.39"
"528641742333687328","2017-07-10",36,"107.64","3875.04"
"3052828106337222847","2017-07-13",18,"214.02","3852.36"
"1729388992500827205","2017-07-23",80,"47.99","3839.20"
"3948936105865802619","2017-06-17",40,"95.60","3824.00"
"2818796658906330904","2017-07-07",40,"95.60","3824.00"
"4561354580218974903","2017-07-14",40,"95.60","3824.00"
"7113011772090059658","2017-05-17",15,"254.85","3822.75"
"4604965471651937146","2017-06-28",15,"254.85","3822.75"
"4984366501121503466","2017-06-20",33,"115.50","3811.50"
"9302767552528832368","2017-07-11",30,"125.70","3771.00"
"9089132392240687728","2017-05-02",50,"75.00","3750.00"
"6654893639240113130","2017-08-01",50,"75.00","3750.00"
"8704055191873808093","2017-05-19",50,"75.00","3750.00"
"0188987909628220263","2017-07-21",50,"75.00","3750.00"
"5721225131421285346","2017-06-19",5,"745.00","3725.00"
"5910842322235313896","2017-06-28",5,"745.00","3725.00"
"8728887127354908039","2017-06-10",5,"745.00","3725.00"
"5821331885178308907","2017-06-22",5,"745.00","3725.00"
"5411320524509581657","2017-05-12",5,"745.00","3725.00"
"4178948793864037103","2017-06-27",5,"745.00","3725.00"
"9832944922803314742","2017-07-11",5,"745.00","3725.00"
"0784117197518772287","2017-07-07",5,"745.00","3725.00"
"5721225131421285346","2017-06-22",5,"745.00","3725.00"
"069422955704992917","2017-06-20",5,"745.00","3725.00"
"1624825386542245885","2017-06-20",5,"745.00","3725.00"
"1660075292610515359","2017-08-01",5,"745.00","3725.00"
"9130111652110091831","2017-06-09",5,"745.00","3725.00"
"1210981262976888554","2017-05-22",5,"745.00","3725.00"
"1940833939140429266","2017-07-19",5,"745.00","3725.00"
"9170450146722277059","2017-05-12",48,"76.32","3663.36"
"811328433365235612","2017-05-01",35,"104.65","3662.75"
"5444162237649576124","2017-06-03",73,"49.99","3649.27"
"2180515369167502520","2017-06-13",110,"32.99","3628.90"
"8122301832779303001","2017-05-16",18,"201.42","3625.56"
"1729388992500827205","2017-07-25",60,"59.99","3599.40"
"3988857767135062005","2017-06-11",12,"299.88","3598.56"
"4598013639375205111","2017-08-01",30,"119.70","3591.00"
"804688559095985023","2017-07-20",30,"119.70","3591.00"
"8915269525470512382","2017-07-19",30,"119.70","3591.00"
"829421675857623271","2017-07-17",30,"119.70","3591.00"
"8484431848057067080","2017-05-09",30,"119.70","3591.00"
"7803437096506812413","2017-06-30",30,"119.70","3591.00"
"0200288716023252495","2017-06-03",30,"119.70","3591.00"
"8497303823542208210","2017-06-29",30,"119.70","3591.00"
"6609632284567396960","2017-07-03",30,"119.70","3591.00"
"9681060687378784629","2017-07-21",30,"119.70","3591.00"
"4950411203281265700","2017-05-03",30,"119.70","3591.00"
"7316168749150618120","2017-07-27",16,"223.84","3581.44"
"119870259714905967","2017-05-17",60,"59.40","3564.00"
"8194948038979976753","2017-07-11",20,"175.80","3516.00"
"3794911148673374791","2017-05-09",20,"175.80","3516.00"
"4863941202505455588","2017-05-05",20,"175.80","3516.00"
"6151192297026203838","2017-06-08",20,"175.80","3516.00"
"3693780642505402534","2017-05-18",20,"175.80","3516.00"
"3948936105865802619","2017-06-17",20,"175.80","3516.00"
"1908268505274964946","2017-06-26",50,"69.99","3499.50"
"9681060687378784629","2017-07-18",500,"6.99","3496.14"
"3747190338602183092","2017-06-13",25,"139.75","3493.75"
"0364393857133608210","2017-05-04",25,"139.75","3493.75"
"306506050494818379","2017-07-26",25,"139.75","3493.75"
"2581528336459894607","2017-07-17",25,"139.75","3493.75"
"7178271411553999936","2017-08-01",25,"139.75","3493.75"
"9446116434630123396","2017-07-19",25,"139.75","3493.75"
"2204190854181564278","2017-05-12",25,"139.75","3493.75"
"3747190338602183092","2017-06-12",25,"139.75","3493.75"
"7354616878013161932","2017-05-30",25,"139.75","3493.75"
"988058428052485271","2017-05-02",27,"129.33","3491.91"
"6654893639240113130","2017-08-01",50,"69.50","3475.00"
"9983016532193800676","2017-07-31",50,"69.50","3475.00"
"5323620141964404346","2017-05-15",17,"203.83","3465.11"
"5498668051057208787","2017-07-27",30,"115.50","3465.00"
"3052828106337222847","2017-07-13",15,"230.85","3462.75"
"7803437096506812413","2017-06-30",25,"137.50","3437.50"
"6750341726655002083","2017-07-05",35,"98.00","3430.00"
"6750341726655002083","2017-07-06",35,"98.00","3430.00"
"2290096902742681888","2017-07-10",15,"227.85","3417.75"
"4671049020900082348","2017-06-16",15,"227.85","3417.75"
"1176530694262223790","2017-07-31",15,"227.85","3417.75"
"7113011772090059658","2017-05-17",16,"212.64","3402.24"
"3052828106337222847","2017-07-13",16,"212.64","3402.24"
"0097371986665596420","2017-05-23",26,"129.74","3373.24"
"0889013692863951918","2017-07-31",22,"153.12","3368.64"
"7673456679054872347","2017-07-26",55,"61.05","3357.75"
"4962468691489493078","2017-07-31",20,"167.80","3356.00"
"3132068586445021614","2017-07-12",20,"167.80","3356.00"
"79204932396995037","2017-06-19",67,"49.99","3349.33"
"2707587072090613720","2017-07-26",41,"81.59","3345.19"
"8007564628670829915","2017-06-05",65,"51.35","3337.75"
"9576072835237076509","2017-06-19",65,"51.35","3337.75"
"9681060687378784629","2017-07-18",300,"10.99","3297.00"
"3052828106337222847","2017-07-13",14,"235.06","3290.84"
"4984366501121503466","2017-06-20",33,"98.67","3256.11"
"79204932396995037","2017-06-19",65,"49.99","3249.35"
"4959410280892365122","2017-05-22",17,"190.23","3233.91"
"804688559095985023","2017-07-24",40,"80.00","3200.00"
"804688559095985023","2017-07-20",40,"80.00","3200.00"
"2818796658906330904","2017-07-06",20,"159.80","3196.00"
"292453978388693769","2017-06-15",20,"159.80","3196.00"
"7311242886083854158","2017-07-13",40,"79.60","3184.00"
"7298416213438900925","2017-06-22",40,"79.60","3184.00"
"119870259714905967","2017-05-17",40,"79.60","3184.00"
"7113011772090059658","2017-05-17",40,"79.60","3184.00"
"6986536761307654836","2017-05-01",40,"79.60","3184.00"
"9304032725324091683","2017-07-13",4,"796.00","3184.00"
"6819276672461300451","2017-06-06",4,"796.00","3184.00"
"3704081881488905199","2017-05-05",40,"79.60","3184.00"
"800691081469702087","2017-07-21",1594,"1.99","3172.06"
"2079305443218957036","2017-05-19",30,"105.00","3150.00"
"119870259714905967","2017-05-17",30,"105.00","3150.00"
"4950411203281265700","2017-05-03",30,"105.00","3150.00"
"7311242886083854158","2017-07-10",30,"105.00","3150.00"
"2079305443218957036","2017-05-19",15,"209.85","3147.75"
"7311242886083854158","2017-05-22",15,"209.85","3147.75"
"1957458976293878100","2017-06-01",28,"111.72","3128.16"
"9913052624162890980","2017-05-23",25,"124.75","3118.75"
"4984366501121503466","2017-06-20",25,"124.75","3118.75"
"6866350473487025538","2017-06-15",15,"203.85","3057.75"
"0372624612983817650","2017-07-17",20,"152.00","3040.00"
"4760897960136355250","2017-05-24",15,"201.45","3021.75"
"2622230014065625397","2017-07-13",30,"100.50","3015.00"
"0973653210693546325","2017-07-24",30,"100.50","3015.00"
"0214776722271775969","2017-05-09",30,"100.50","3015.00"
"6207808178177919930","2017-06-13",50,"60.00","3000.00"
"9196022341304082413","2017-07-19",25,"120.00","3000.00"
"5112369122544987822","2017-05-03",50,"60.00","3000.00"
"306506050494818379","2017-07-26",25,"120.00","3000.00"
"5039450677611598907","2017-07-05",50,"60.00","3000.00"
"9026840718082010040","2017-06-21",200,"14.99","2999.50"
"7009859234953753073","2017-07-26",150,"19.99","2998.50"
"9026840718082010040","2017-06-21",200,"14.99","2998.00"
"3658091589289896549","2017-05-18",25,"119.75","2993.75"
"2230990908213053321","2017-05-16",25,"119.75","2993.75"
"5793599862151444630","2017-05-01",25,"119.75","2993.75"
"9429960935331338540","2017-06-01",25,"119.75","2993.75"
"1585465226643673219","2017-05-19",5,"595.00","2975.00"
"9954517494597441423","2017-06-23",5,"595.00","2975.00"
"6641889072489376101","2017-06-16",5,"595.00","2975.00"
"8732785614447068449","2017-05-01",5,"595.00","2975.00"
"4537459317863260585","2017-07-14",5,"595.00","2975.00"
"3609938244714877948","2017-06-12",5,"595.00","2975.00"
"3106236188624571829","2017-05-27",5,"595.00","2975.00"
"4067836440988308048","2017-07-13",5,"595.00","2975.00"
"640250359768536","2017-07-14",5,"595.00","2975.00"
"6051338348426400302","2017-05-14",5,"595.00","2975.00"
"4851838287757329437","2017-05-03",5,"595.00","2975.00"
"4525071796761278586","2017-06-16",5,"595.00","2975.00"
"6463765316207449674","2017-05-31",5,"595.00","2975.00"
"727808440150360226","2017-05-30",5,"595.00","2975.00"
"727808440150360226","2017-06-29",5,"595.00","2975.00"
"4057004717376720288","2017-07-15",5,"595.00","2975.00"
"7494673041019568672","2017-07-25",5,"595.00","2975.00"
"1677565304162537428","2017-05-17",5,"595.00","2975.00"
"6999207543321230054","2017-07-23",5,"595.00","2975.00"
"5696476292596692055","2017-07-26",15,"198.00","2970.00"
"5614933090112217012","2017-06-26",15,"194.85","2922.75"
"6321092804966419502","2017-07-23",20,"145.99","2919.80"
"4984366501121503466","2017-06-20",18,"161.82","2912.76"
"5323620141964404346","2017-05-15",17,"171.19","2910.23"
"1957458976293878100","2017-06-01",27,"107.73","2908.71"
"213465488216513322","2017-06-26",27,"107.73","2908.71"
"5513556639437908117","2017-05-30",7,"411.53","2880.71"
"1894617860778311526","2017-06-12",12,"239.88","2878.56"
"5858765927656954622","2017-07-21",12,"239.88","2878.56"
"9501779440932333497","2017-06-16",12,"239.88","2878.56"
"3458227958384079931","2017-07-07",15,"191.85","2877.75"
"3549944922311141162","2017-06-21",15,"191.85","2877.75"
"3680244960768233462","2017-06-30",15,"191.85","2877.75"
"4872375082426458787","2017-05-25",20,"143.80","2876.00"
"6745703990987927625","2017-06-14",20,"143.80","2876.00"
"4598013639375205111","2017-08-01",30,"95.70","2871.00"
"3052828106337222847","2017-07-13",13,"218.27","2837.51"
"5082563130101167793","2017-05-03",500,"5.59","2795.00"
"7823608009373233829","2017-08-01",50,"55.50","2775.00"
"3159680216269803510","2017-07-26",30,"92.40","2772.00"
"4136548162519732667","2017-07-14",16,"172.80","2764.80"
"179180640146798691","2017-07-11",34,"81.26","2762.84"
"8253837683525896717","2017-07-30",14,"195.86","2742.04"
"0968815662109493799","2017-06-18",12,"227.88","2734.56"
"9905311969174475927","2017-07-31",60,"44.99","2699.40"
"4352760646905266733","2017-07-06",15,"179.85","2697.75"
"0710632165228073636","2017-06-07",30,"89.70","2691.00"
"0200288716023252495","2017-06-03",30,"89.70","2691.00"
"9594470948711761641","2017-07-27",30,"89.70","2691.00"
"994961715884470695","2017-05-02",12,"220.68","2648.16"
"1977171862732443916","2017-06-12",15,"176.25","2643.75"
"1706575852192130974","2017-06-22",200,"12.99","2598.00"
"3443895597772752883","2017-06-29",18,"143.82","2588.76"
"5513556639437908117","2017-05-30",18,"143.82","2588.76"
"3052828106337222847","2017-07-13",150,"16.99","2556.50"
"3052828106337222847","2017-07-13",150,"16.99","2548.50"
"2402527199731150932","2017-05-15",40,"63.60","2544.00"
"9848160758168036719","2017-07-18",40,"63.60","2544.00"
"9547536437145935282","2017-06-29",40,"63.60","2544.00"
"9446116434630123396","2017-07-18",40,"63.60","2544.00"
"9437730054986645276","2017-06-08",40,"63.60","2544.00"
"1762309596636885789","2017-06-12",40,"63.60","2544.00"
"2274601710859547575","2017-05-25",40,"63.60","2544.00"
"4959410280892365122","2017-05-22",17,"149.43","2540.31"
"2573779857796716352","2017-07-05",30,"84.00","2520.00"
"8286582297172880189","2017-06-08",30,"84.00","2520.00"
"8286582297172880189","2017-06-09",30,"84.00","2520.00"
"5101673173148507680","2017-05-09",45,"55.99","2519.55"
"4107793216928432480","2017-07-19",15,"167.85","2517.75"
"0973653210693546325","2017-07-24",30,"83.70","2511.00"
"9026840718082010040","2017-06-21",1000,"2.50","2501.50"
"9026840718082010040","2017-06-21",1000,"2.50","2500.00"
"2981325201816358942","2017-06-30",100,"24.99","2499.00"
"566055411938639598","2017-05-30",10,"249.90","2499.00"
"7463172420271311409","2017-06-22",10,"249.90","2499.00"
"1957458976293878100","2017-06-28",500,"4.99","2499.00"
"9681060687378784629","2017-07-18",500,"4.99","2496.60"
"2818796658906330904","2017-07-06",25,"99.75","2493.75"
"9196022341304082413","2017-07-19",25,"99.75","2493.75"
"5185645869012304658","2017-06-27",25,"99.75","2493.75"
"5185645869012304658","2017-06-20",25,"99.75","2493.75"
"5793599862151444630","2017-05-01",25,"99.75","2493.75"
"1141516868619289347","2017-05-08",50,"49.50","2475.00"
"8197879643797712877","2017-05-20",50,"49.50","2475.00"
"2079305443218957036","2017-05-19",15,"164.85","2472.75"
"9945124056723733647","2017-07-20",18,"136.80","2462.40"
"1877527888255378982","2017-07-31",20,"123.00","2460.00"
"0157592049434831040","2017-05-26",35,"70.00","2450.00"
"4974690847354957751","2017-05-12",32,"76.48","2447.36"
"4974690847354957751","2017-05-11",32,"76.48","2447.36"
"3052828106337222847","2017-07-13",72,"33.99","2447.28"
"4143557946967627020","2017-06-23",35,"69.65","2437.75"
"2324646276817585099","2017-07-25",35,"69.65","2437.75"
"0412584835672195710","2017-07-20",15,"162.00","2430.00"
"2402527199731150932","2017-05-15",45,"54.00","2430.00"
"4388070466320474204","2017-06-13",11,"219.89","2418.79"
"2324646276817585099","2017-07-25",25,"96.25","2406.25"
"2790290625227220214","2017-05-10",40,"60.00","2400.00"
"2107725477707270184","2017-06-05",40,"60.00","2400.00"
"2107725477707270184","2017-06-06",40,"60.00","2400.00"
"3921649958751416379","2017-05-09",40,"60.00","2400.00"
"6321092804966419502","2017-07-23",60,"39.99","2399.40"
"5082563130101167793","2017-05-03",200,"11.99","2398.00"
"4364405142262181511","2017-05-03",20,"119.80","2396.00"
"0370316422769734568","2017-06-19",20,"119.80","2396.00"
"0099545948522975589","2017-06-06",20,"119.80","2396.00"
"0069486905584188344","2017-07-01",20,"119.80","2396.00"
"421168198296216180","2017-07-06",15,"159.45","2391.75"
"655228336256010683","2017-06-12",4,"596.00","2384.00"
"2169615000102942098","2017-06-14",4,"596.00","2384.00"
"2468664390880865243","2017-07-16",4,"596.00","2384.00"
"0043065011334096010","2017-06-17",4,"596.00","2384.00"
"975615832953491304","2017-06-27",4,"596.00","2384.00"
"8694590791440213028","2017-07-28",4,"596.00","2384.00"
"2000730502540074361","2017-06-23",4,"596.00","2384.00"
"7527706779587797416","2017-06-18",4,"596.00","2384.00"
"7764986665575758999","2017-07-15",4,"596.00","2384.00"
"3404526408923397238","2017-06-04",4,"596.00","2384.00"
"6999207543321230054","2017-07-23",4,"596.00","2384.00"
"7683315810287227955","2017-06-18",4,"596.00","2384.00"
"3934432645161143674","2017-06-09",4,"596.00","2384.00"
"6008866927444234501","2017-07-01",4,"596.00","2384.00"
"3052828106337222847","2017-07-13",14,"166.46","2330.44"
"9681060687378784629","2017-07-18",300,"7.69","2308.14"
"3704081881488905199","2017-05-05",16,"143.84","2301.44"
"0676334511398886504","2017-07-26",13,"176.67","2296.71"
"8652691250363359598","2017-06-22",120,"18.99","2278.80"
"181376187781387051","2017-05-26",13,"174.59","2269.67"
"4950411203281265700","2017-05-03",30,"75.00","2250.00"
"1624825386542245885","2017-06-20",9,"249.00","2241.00"
"994961715884470695","2017-05-02",20,"111.80","2236.00"
"2581528336459894607","2017-07-17",20,"111.80","2236.00"
"644061149609662421","2017-05-09",20,"111.80","2236.00"
"0463969716459552703","2017-06-02",20,"111.80","2236.00"
"644061149609662421","2017-05-15",20,"111.80","2236.00"
"7311242886083854158","2017-07-13",40,"55.60","2224.00"
"8497303823542208210","2017-06-29",21,"104.79","2200.59"
"6349916551056809056","2017-05-31",25,"87.50","2187.50"
"4671049020900082348","2017-06-16",12,"182.28","2187.36"
"9341891163458549514","2017-05-29",37,"58.83","2176.71"
"4984366501121503466","2017-06-20",33,"65.67","2167.11"
"1970286404694323593","2017-06-07",14,"153.86","2154.04"
"7873937527041182412","2017-05-10",30,"71.70","2151.00"
"179180640146798691","2017-05-01",30,"71.70","2151.00"
"7840428913250059503","2017-07-28",30,"71.70","2151.00"
"4975119574995780510","2017-05-23",30,"71.70","2151.00"
"2573779857796716352","2017-07-10",30,"71.70","2151.00"
"9026840718082010040","2017-05-24",23,"91.77","2110.71"
"4604965471651937146","2017-06-28",110,"18.99","2089.59"
"4604965471651937146","2017-06-28",110,"18.99","2088.90"
"245211595613401326","2017-06-26",110,"18.99","2088.90"
"7803437096506812413","2017-06-30",11,"186.89","2055.79"
"9947542428111966715","2017-08-01",62,"32.99","2045.38"
"3052828106337222847","2017-07-13",11,"184.69","2031.59"
"699221213149021065","2017-05-24",9,"224.91","2024.19"
"9127657904050953509","2017-05-09",15,"134.85","2022.75"
"0097371986665596420","2017-05-23",26,"77.74","2021.24"
